# Date: 19/07/01 ,Author: E.Hubble
# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.732000000000000725e-07,1.313186616006714189e+02,1.562281721272426012e+02,1.373890207953474487e+02,1.453933672143717502e+02,1.299217024950897041e+02,1.189147080747137011e+02,1.357071154245366813e+02,1.260435538261752555e+02,1.200247033122647764e+02,1.032176223459382243e+02,1.522926459145840568e+02,1.383608518206882252e+02,1.166788171949066424e+02,1.410623695320072670e+02,9.611952331277784367e+01,1.275856957167395507e+02,1.197986741195092009e+02,1.639046419762991320e+02,1.295059056938947890e+02,1.032653204281175761e+02,1.159912241649054891e+02,1.209104731447623493e+02,1.209153667351941692e+02,1.490294044656706944e+02,1.106363495399238559e+02,1.184487843672612115e+02,1.104119657388573046e+02,1.301853883502255655e+02,1.675138643388546029e+02,1.584639400950311199e+02
6.732999999999999741e-07,1.393099559289624949e+02,1.545009385633707950e+02,1.284510565659969927e+02,1.498120024449151799e+02,1.285398760428371361e+02,1.240981689465427991e+02,1.304236127087473562e+02,1.224262146547153520e+02,1.254358732988307992e+02,9.303399332442671721e+01,1.469105486405616716e+02,1.355737401090196670e+02,1.422399080648838208e+02,1.275178741171650785e+02,8.728397645793243953e+01,1.408557464630094103e+02,1.123839863397809324e+02,1.635473201223666990e+02,1.350909742967667171e+02,8.525965070755718500e+01,1.184316153704697854e+02,1.209555597016585722e+02,1.186995632285753430e+02,1.531939404044589992e+02,1.032371411961809429e+02,1.082445075633571321e+02,9.472069942460244363e+01,1.287166300419807499e+02,1.693329438183789364e+02,1.564325139309245003e+02
6.733999999999999816e-07,1.323817705418128980e+02,1.677711760413275215e+02,1.334257876239865368e+02,1.285215436716600550e+02,1.164338996522119345e+02,1.206460498210210375e+02,1.420147267568699192e+02,1.208236865106004529e+02,1.177022743587163944e+02,9.625889934835227280e+01,1.560705454411532855e+02,1.328725174407412908e+02,1.188490797441524620e+02,1.414159524974281510e+02,9.808231486355663264e+01,1.233676179405073015e+02,1.182963673978682664e+02,1.722314091877634610e+02,1.274085140543177772e+02,9.625577387694900722e+01,1.171936403098852821e+02,1.254780831846667297e+02,1.207584206154726587e+02,1.463671320587233140e+02,1.051050389942339223e+02,1.166836221101854250e+02,1.113730196588045658e+02,1.375560880421258219e+02,1.795889794441248739e+02,1.695698402646219165e+02
6.734999999999999891e-07,1.295985336063261002e+02,1.533911509389312755e+02,1.219234990046000320e+02,1.412562217709543120e+02,1.287114028602680662e+02,1.162790917195681430e+02,1.286340843070374262e+02,1.101255322139863608e+02,1.101460785275586574e+02,9.994166037692254179e+01,1.587527110838978217e+02,1.410456231980246855e+02,1.391792169435924791e+02,1.441765981236534344e+02,9.236330717032925008e+01,1.359230762632790288e+02,1.118096767277417882e+02,1.660421210787432926e+02,1.327958241228118084e+02,1.020890804666827449e+02,1.328239610558711945e+02,1.241145407515999466e+02,1.084554472652182397e+02,1.411950403619365488e+02,1.108544499120715159e+02,1.180200904840220488e+02,1.093890383540505269e+02,1.237211958588565039e+02,1.573874808317386567e+02,1.616005853491210473e+02
6.736000000000001025e-07,1.249668580739064652e+02,1.563919683045993736e+02,1.310945353295014968e+02,1.417903609115283246e+02,1.278821111548841856e+02,1.263337301593033715e+02,1.415680229607102092e+02,1.204558013806439192e+02,1.095420076294987837e+02,8.993465890060382151e+01,1.568617173384755290e+02,1.331118219137521521e+02,1.164486725267308884e+02,1.393674835366459490e+02,9.479817180959733491e+01,1.377764242630530021e+02,1.222535666208621876e+02,1.722309247708945179e+02,1.312245408451256310e+02,1.011537008515563087e+02,1.146881020500194808e+02,1.149760602342758773e+02,1.198598782437297672e+02,1.508832881753113497e+02,1.104761284498302132e+02,1.154273936072025180e+02,1.230292931428173517e+02,1.311740961838133046e+02,1.661919455724593604e+02,1.636416003867394977e+02
6.737000000000001100e-07,1.273103997489334205e+02,1.428957938434851656e+02,1.205920631843017503e+02,1.355119526606311808e+02,1.291433922069520577e+02,1.238071911562826841e+02,1.233988479800762974e+02,1.168380229692661629e+02,1.287959182066404651e+02,9.844030195982870168e+01,1.514670603883716353e+02,1.385400357076307500e+02,1.284785449881781005e+02,1.387461802567762845e+02,9.095019734184850790e+01,1.380462311909887489e+02,1.079795656135081288e+02,1.463176297618920501e+02,1.364629113473840789e+02,1.100965843367247601e+02,1.150723505229522488e+02,1.198133607265934018e+02,1.190093910748075814e+02,1.444475273793810004e+02,1.001584489455899813e+02,1.147610628568705238e+02,1.189353793268432042e+02,1.399312656859477215e+02,1.653069430455733766e+02,1.478009634434714030e+02
6.738000000000000116e-07,1.311398340751927378e+02,1.551184484863754278e+02,1.142001833339230075e+02,1.387727532890532700e+02,1.398039951094975493e+02,1.170444343132367067e+02,1.355804412073736103e+02,1.297232717463853646e+02,1.223524083289077851e+02,9.718460051530524879e+01,1.467527934742269622e+02,1.356530962004539447e+02,1.274936852172827315e+02,1.339955460467965338e+02,1.029923376606355845e+02,1.296230875768384294e+02,1.200342756195032479e+02,1.600743594215262533e+02,1.349573739250516837e+02,9.677053687441808449e+01,1.297125117813750137e+02,1.265913881597631843e+02,1.059926452535295311e+02,1.586421753781792745e+02,1.007799621801642473e+02,1.076175275188124516e+02,1.215726672716483563e+02,1.278086699546705916e+02,1.707699297866285235e+02,1.585251079141762887e+02
6.739000000000000192e-07,1.308592070850803566e+02,1.494471373554078468e+02,1.127553964466326732e+02,1.438686607036500220e+02,1.232832501415078497e+02,1.281182695032504739e+02,1.286088273531519803e+02,1.206574807900256161e+02,1.184257114085667695e+02,1.004864116069158797e+02,1.563333381825564459e+02,1.500175990400090029e+02,1.138021547114389023e+02,1.353144951004779841e+02,1.028203690649783653e+02,1.370343743590435963e+02,1.081856278232240101e+02,1.563932492992700531e+02,1.263892786547900045e+02,9.990275653835328740e+01,1.214883260364449598e+02,1.392571748605745654e+02,1.158610368651121831e+02,1.457004351057487384e+02,1.118702896647756830e+02,1.185602694277263680e+02,1.026125898841107471e+02,1.345188271295596678e+02,1.792953491247279487e+02,1.561750365392420576e+02
6.740000000000000267e-07,1.309274038275296164e+02,1.507870759759486532e+02,1.184409163433978449e+02,1.451928218760597247e+02,1.387041161870832013e+02,1.128247041844294927e+02,1.382077162078816741e+02,1.232104004442631719e+02,1.001921074297057572e+02,9.677951572422378490e+01,1.477722508268271042e+02,1.394069789898551335e+02,1.247172105670635887e+02,1.457907612469226990e+02,9.443740446245831777e+01,1.218303285890250578e+02,1.152499088355303485e+02,1.743537467100759955e+02,1.392059446329660375e+02,9.679374547567719844e+01,1.248656045583651775e+02,1.293722501474218518e+02,1.109104536158927203e+02,1.561964556422045121e+02,9.768597889186757754e+01,1.118244079609280277e+02,1.109069896840498473e+02,1.491318594932290864e+02,1.605934816179968152e+02,1.638753753305204555e+02
6.741000000000000342e-07,1.298557869556618130e+02,1.596736641896746391e+02,1.325457961561370439e+02,1.373339819098713690e+02,1.351302435474097194e+02,1.144551374685234038e+02,1.269593676395131183e+02,1.160550842509765630e+02,1.154814770434142588e+02,9.481139633466038674e+01,1.507768173964936125e+02,1.202642179767486681e+02,1.105113920920050106e+02,1.481663670220185338e+02,9.843503922700924136e+01,1.428392882714549046e+02,1.081848708860216277e+02,1.690091041188802592e+02,1.396767929815422633e+02,1.039779984405572719e+02,1.215548080350433651e+02,1.246099429213906120e+02,1.195516930931858752e+02,1.539460059225008308e+02,1.077215926721170973e+02,1.119182102713496647e+02,1.134239300775669221e+02,1.317819798825174473e+02,1.770386891438587895e+02,1.610404362883623151e+02
6.742000000000000417e-07,1.168396335949647664e+02,1.468051189559016620e+02,1.139790552796015533e+02,1.398910085882987175e+02,1.292977926944810747e+02,1.165722155889897067e+02,1.396320700206044307e+02,1.181934789915342492e+02,1.190407338641066417e+02,8.602821126366555404e+01,1.458526446151174412e+02,1.488739983398154152e+02,1.257067597998129571e+02,1.424496236180141011e+02,9.232496543918784937e+01,1.244729172364057064e+02,1.060686563344881108e+02,1.588748073913320127e+02,1.351267192647029276e+02,9.831826353175597433e+01,1.226704836867256461e+02,1.238500505078038998e+02,1.119840737826733204e+02,1.553424494925031638e+02,1.127760084980183422e+02,1.233391260601157882e+02,1.208631948616276475e+02,1.301026150794646412e+02,1.560005298427980165e+02,1.591837042266428455e+02
6.743000000000000492e-07,1.326495257166615431e+02,1.624211849032861892e+02,1.290204890322524420e+02,1.467718504926407945e+02,1.211191449993366120e+02,1.240059565570579849e+02,1.380044905146445444e+02,1.233263501950488603e+02,1.096716423813355590e+02,1.036874829132663223e+02,1.570580513953150614e+02,1.334556238419556280e+02,1.197753236052453474e+02,1.376142960592401039e+02,9.194968793598795287e+01,1.366661389000403233e+02,1.308210221678374126e+02,1.547677542288039092e+02,1.359730528714066224e+02,9.825124092599773462e+01,1.058254279727197371e+02,1.230675145701092532e+02,1.036987105379359377e+02,1.482157731793002426e+02,1.095743298283059488e+02,1.241608815579041192e+02,1.112403202079105426e+02,1.384155733400487804e+02,1.777313430282611648e+02,1.646091459515581050e+02
6.744000000000000567e-07,1.293044956297055990e+02,1.620818064850318763e+02,1.293541882876243676e+02,1.330013063000341731e+02,1.305766406955888499e+02,1.252904780626114842e+02,1.399284025107145339e+02,1.240925425882561512e+02,1.085626169264450311e+02,9.726952194820528064e+01,1.518284480474969200e+02,1.384833513634183646e+02,1.291595156748068121e+02,1.422754312116407505e+02,8.975255035099260681e+01,1.319772914494270992e+02,1.020379580347105843e+02,1.612964815585885390e+02,1.286592845971164536e+02,1.058697827922156733e+02,1.187449365626277427e+02,1.221230818424275384e+02,1.088488537888046892e+02,1.477191367848593302e+02,1.076910704017493430e+02,1.060698470166622798e+02,1.080425405941358292e+02,1.304052846450696563e+02,1.724184527526694239e+02,1.701785715534684584e+02
6.745000000000000642e-07,1.316369884948105380e+02,1.555319954833247493e+02,1.254039912809325301e+02,1.388562027255273392e+02,1.390636171117774040e+02,1.193732770453473364e+02,1.393050219734845996e+02,1.221783773191884848e+02,1.054157418436689539e+02,1.013265131765299998e+02,1.572225069262698582e+02,1.303372436403672339e+02,1.224873940941646282e+02,1.308866992751618454e+02,9.227913983476194915e+01,1.429735737210964999e+02,1.177021380464534275e+02,1.589150696687814275e+02,1.356636802861016236e+02,9.761461919988043690e+01,1.319294319607924422e+02,1.311539413854000315e+02,1.045603760738936501e+02,1.540750412014700430e+02,1.145755538509281877e+02,1.113963758505848318e+02,1.173334794398915051e+02,1.284295740261448202e+02,1.753016339897436637e+02,1.524307332284225538e+02
6.746000000000000718e-07,1.249254056287221317e+02,1.606509845420823694e+02,1.155232449037080045e+02,1.367718706010363121e+02,1.302466981783366862e+02,1.236577648745203533e+02,1.343458106648607497e+02,1.295662976004759912e+02,1.171022148272328138e+02,9.668439141631705525e+01,1.525981661971942174e+02,1.376718211026148424e+02,1.394097053243167466e+02,1.400298499844758169e+02,9.966140964825956416e+01,1.392569263348829054e+02,1.129909585420511746e+02,1.671868112038900165e+02,1.370343248377913596e+02,1.000524326196698723e+02,1.105202454181416982e+02,1.283091901390306475e+02,1.112139657000571447e+02,1.576021100527875376e+02,1.126108677182706970e+02,1.150279149125894662e+02,1.198790828580658570e+02,1.322042091376450514e+02,1.741877385816396213e+02,1.674253952763646680e+02
6.747000000000000793e-07,1.352806873358398718e+02,1.519041758152534953e+02,1.199516032569325432e+02,1.377697233941133561e+02,1.328014933800961899e+02,1.120836156500748473e+02,1.432353703301518522e+02,1.135595890629089411e+02,1.104324194647212209e+02,9.639726130159415618e+01,1.700943024499824503e+02,1.346014353754788431e+02,1.219236858555872232e+02,1.374564233450621487e+02,9.683403785106644079e+01,1.346097070826344293e+02,1.217548041335367230e+02,1.500406193531688643e+02,1.373535329419955247e+02,1.009699530380774632e+02,1.287925304852697366e+02,1.301476038719436019e+02,1.153987503047338521e+02,1.479465925204609107e+02,1.138228155646047952e+02,1.135071699170832460e+02,1.077266883901307608e+02,1.326588351855270957e+02,1.791246033395204904e+02,1.569890460951406226e+02
6.747999999999999809e-07,1.353088339683189076e+02,1.696321270390162681e+02,1.320142924560003053e+02,1.243221412263936543e+02,1.385633754592871867e+02,1.256249994833744665e+02,1.409399932240700082e+02,1.271026614386943123e+02,1.118544825278708572e+02,1.058872302448978928e+02,1.583496893087855142e+02,1.305385834392762945e+02,1.254333053221729983e+02,1.471410845885270646e+02,9.813952484668249099e+01,1.346927217906367957e+02,1.134171181180321639e+02,1.685165084582173449e+02,1.371610962486456344e+02,1.024059527556875508e+02,1.223745767141197973e+02,1.198924657306488655e+02,1.026927023036207487e+02,1.471785646046269562e+02,1.056455228489260350e+02,1.147886314835686647e+02,1.163573471203414158e+02,1.337649376715777692e+02,1.682136154456182737e+02,1.750127275296613902e+02
6.748999999999999884e-07,1.310048020778946807e+02,1.516607318427806206e+02,1.204260268216166168e+02,1.365941062387111913e+02,1.388113727908554438e+02,1.182276216793830486e+02,1.409327677877916187e+02,1.162877633128525900e+02,1.189980312946750871e+02,1.032821741468171979e+02,1.391879143280099811e+02,1.417964648688313218e+02,1.228243966010939232e+02,1.328758759711475648e+02,9.327086254971803214e+01,1.260579424425504698e+02,1.143283484524341134e+02,1.699440513231462830e+02,1.267912708717073116e+02,1.032620891914361039e+02,1.132685028916439052e+02,1.279337290118049850e+02,1.013600072008489974e+02,1.562485990406719338e+02,1.075740213370258118e+02,1.141275067029041850e+02,1.121646077880311907e+02,1.200065603725511920e+02,1.732407344767382540e+02,1.559690517975268449e+02
6.749999999999999959e-07,1.284144518521364375e+02,1.640186703872253702e+02,1.125853109630432130e+02,1.341465201569265560e+02,1.311299840160684766e+02,1.232977650790854796e+02,1.348714199796246191e+02,1.234169365016351492e+02,1.110389505007668305e+02,1.023159521215149681e+02,1.522842635649142551e+02,1.353884952947889815e+02,1.246629923421041042e+02,1.460494458621058129e+02,9.228029494481455686e+01,1.295438870705730494e+02,1.146181598282117164e+02,1.695399303670133122e+02,1.313716328478576258e+02,9.673487923081601991e+01,1.138792122300197320e+02,1.246509104446682983e+02,1.140962271380400495e+02,1.442214959416025408e+02,1.048901458924834316e+02,1.067621397265082095e+02,1.007319968912359656e+02,1.286795466028858925e+02,1.803177930959822390e+02,1.650651683705054893e+02
6.751000000000001093e-07,1.227161661806812418e+02,1.599548825313467546e+02,1.196447140430353357e+02,1.421117228588010164e+02,1.265657630244600114e+02,1.212930854401385830e+02,1.306016895686825308e+02,1.310168215111260395e+02,1.186256788898823942e+02,9.834302379082069478e+01,1.436460764428829577e+02,1.439969142797003201e+02,1.192432223990986131e+02,1.494286969599910719e+02,8.830271781106890217e+01,1.244732882995283632e+02,1.219920295042107341e+02,1.640788432722079051e+02,1.299398151574178257e+02,1.029369729930741784e+02,1.205088865520803836e+02,1.133601013481621322e+02,1.116336850044740743e+02,1.503143807936768042e+02,1.234500755583683826e+02,1.098378728893471816e+02,1.188277574011526951e+02,1.397436390012753407e+02,1.794909973730677848e+02,1.539317036201403539e+02
6.752000000000001168e-07,1.319763330834600765e+02,1.610615143005360324e+02,1.306696222390162063e+02,1.434392368377637013e+02,1.338184831290186025e+02,1.147121802495849465e+02,1.355298619675209011e+02,1.193525160504914311e+02,1.184105137256003388e+02,9.384551740593227009e+01,1.493596544295905062e+02,1.472239413237094823e+02,1.268451156564345297e+02,1.399838536146697550e+02,1.011563242376451797e+02,1.246011256140605639e+02,1.152559802907053950e+02,1.643153576414946144e+02,1.260092085201665668e+02,9.251913593172108108e+01,1.269542818626550087e+02,1.278645349973324699e+02,1.139766595716367164e+02,1.557032957727023188e+02,1.058746361062432584e+02,1.200115327965522454e+02,1.131121083997511931e+02,1.404896349830110296e+02,1.682326437797738095e+02,1.558555025630933528e+02
6.753000000000000185e-07,1.342604439636327811e+02,1.503391889384225806e+02,1.207373971387297047e+02,1.336794526075705960e+02,1.354412693800257443e+02,1.233472049931346675e+02,1.436727078658980759e+02,1.177712236485333079e+02,1.169950259667450041e+02,1.058615722388921228e+02,1.451410221616754370e+02,1.397398147162243163e+02,1.225297614709505183e+02,1.454468997784190947e+02,8.597074023596523773e+01,1.358022446900837963e+02,1.238933748913868556e+02,1.669588454567585813e+02,1.515988112243019259e+02,9.566027614578092653e+01,1.149710892031197886e+02,1.240991276474004081e+02,1.075112613490735356e+02,1.560547972224861724e+02,1.085066022631940115e+02,1.146180519736242758e+02,1.141989107538064587e+02,1.336102305981612801e+02,1.697839853545044377e+02,1.575647850970359514e+02
